swapSweep(gmoverid "ID") (L=1e-05) X,swapSweep(gmoverid "ID") (L=1e-05) Y
1e-09,24.05968160859914
1.8e-09,23.76948046649014
3.200000000000001e-09,23.42456831131602
5.6e-09,23.04539081515632
1e-08,22.59973588038094
1.8e-08,22.03701273990905
3.2e-08,21.30623918556371
5.600000000000001e-08,20.25514130478973
1e-07,18.71167065660212
1.8e-07,16.61677327556783
3.2e-07,14.2309013209297
5.6e-07,11.82260961805653
1e-06,9.528154633621369
1.8e-06,7.516285103128358
3.2e-06,5.853455411665522
5.6e-06,4.495098539166348
9.999999999999999e-06,3.346414208937656
1.8e-05,2.441309171309019
3.2e-05,1.778144496516415
5.6e-05,1.303319120949723
9.999999999999999e-05,0.9481984693747384
0.00018,0.6973511290114521
0.00032,0.5337335920349053
0.00056,0.4344797853869649
0.001,0.3766084827650714
