swapSweep(gmoverid "ID") (L=5e-07) X,swapSweep(gmoverid "ID") (L=5e-07) Y
1e-09,28.50705564998244
1.8e-09,28.35082462049362
3.200000000000001e-09,28.15043405764759
5.6e-09,27.89398915557303
1e-08,27.54665541893566
1.8e-08,27.08694934114729
3.2e-08,26.50700528718531
5.600000000000001e-08,25.79395132391149
1e-07,24.8755580801616
1.8e-07,23.71523201231465
3.2e-07,22.29925384140178
5.6e-07,20.60468261032383
1e-06,18.48425395792622
1.8e-06,16.05718976131559
3.2e-06,13.60925794384608
5.6e-06,11.35763193332036
9.999999999999999e-06,9.205531087712414
1.8e-05,7.183399425877504
3.2e-05,5.369244444123495
5.6e-05,3.836268256807368
9.999999999999999e-05,2.569424042387946
0.00018,1.624612507553274
0.00032,0.9853115295026721
0.00056,0.5788167748398358
0.001,0.3330494955423091
