swapSweep(gmoverid "ID") (L=5e-07) X,swapSweep(gmoverid "ID") (L=5e-07) Y
1e-09,27.61145791167072
1.8e-09,27.38054676494139
3.200000000000001e-09,27.09965612555031
5.6e-09,26.76366643626583
1e-08,26.34034265962043
1.8e-08,25.81997165963398
3.2e-08,25.19085059342183
5.600000000000001e-08,24.40069321067195
1e-07,23.26778608904832
1.8e-07,21.60319815392354
3.2e-07,19.35450664242509
5.6e-07,16.62169059243447
1e-06,13.55189327449111
1.8e-06,10.68284955484103
3.2e-06,8.38303340172167
5.6e-06,6.549091225169793
9.999999999999999e-06,4.931125406461149
1.8e-05,3.530611575481884
3.2e-05,2.43083827921725
5.6e-05,1.627693622150447
9.999999999999999e-05,1.036131841001217
0.00018,0.6338553957278026
0.00032,0.4042044846373727
0.00056,0.3762428049533035
0.001,0.3662133096451073
