swapSweep(gmoverid "ID") (L=2e-06) X,swapSweep(gmoverid "ID") (L=2e-06) Y
1e-09,28.32938087319524
1.8e-09,28.09063631580559
3.200000000000001e-09,27.80736846203918
5.6e-09,27.48144545323994
1e-08,27.08687833878588
1.8e-08,26.61848745860977
3.2e-08,26.06047311713994
5.600000000000001e-08,25.33684905310204
1e-07,24.23204655808449
1.8e-07,22.51327738908801
3.2e-07,20.09630098891186
5.6e-07,17.1271250805495
1e-06,13.77142560836918
1.8e-06,10.64281022341074
3.2e-06,8.200100556005484
5.6e-06,6.356616188030372
9.999999999999999e-06,4.796550622543249
1.8e-05,3.507123560478198
3.2e-05,2.52207750601027
5.6e-05,1.815588155909305
9.999999999999999e-05,1.304985403276656
0.00018,0.97171041063363
0.00032,0.7474972207708745
0.00056,0.5585026821160365
0.001,0.5175595066556052
