swapSweep(gmro "ID") (L=2e-06) X,swapSweep(gmro "ID") (L=2e-06) Y
1e-09,662.3106834991022
1.8e-09,669.155021187842
3.200000000000001e-09,675.8392317562847
5.6e-09,683.956997581154
1e-08,696.3492181809715
1.8e-08,715.1747605016448
3.2e-08,740.2275821663029
5.600000000000001e-08,767.3644554490157
1e-07,790.2885802782087
1.8e-07,796.8916181143419
3.2e-07,778.7027338439082
5.6e-07,737.1190199683814
1e-06,676.4971576363344
1.8e-06,606.313817489896
3.2e-06,532.949308152859
5.6e-06,458.5252171696226
9.999999999999999e-06,382.3331094817004
1.8e-05,311.8933699426439
3.2e-05,253.1486567545999
5.6e-05,205.8683716594558
9.999999999999999e-05,165.3846379582014
0.00018,130.3085923744437
0.00032,97.19776090947006
0.00056,56.95889244046398
0.001,13.23166006053325
