swapSweep(gmoverid "ID") (L=1e-06) X,swapSweep(gmoverid "ID") (L=1e-06) Y
1e-09,24.09530255456816
1.8e-09,23.82843885023284
3.200000000000001e-09,23.51593840227787
5.6e-09,23.1634652664349
1e-08,22.74667963002389
1.8e-08,22.24755866022044
3.2e-08,21.61207944406284
5.600000000000001e-08,20.73193693386146
1e-07,19.38922458169459
1.8e-07,17.49195660274719
3.2e-07,15.1816220646894
5.6e-07,12.72974338094783
1e-06,10.27184272237161
1.8e-06,8.085609918259143
3.2e-06,6.287152410867253
5.6e-06,4.825740589592847
9.999999999999999e-06,3.58331816705659
1.8e-05,2.594358783198611
3.2e-05,1.865259684783233
5.6e-05,1.342673485790118
9.999999999999999e-05,0.9518205297453246
0.00018,0.6746261000105137
0.00032,0.4903355716823992
0.00056,0.3707588811609522
0.001,0.294447142974312
