swapSweep(gmro "ID") (L=1e-06) X,swapSweep(gmro "ID") (L=1e-06) Y
1e-09,360.7325133043644
1.8e-09,364.0330116821605
3.200000000000001e-09,367.1403358120336
5.6e-09,370.7376844680152
1e-08,376.0601654196259
1.8e-08,384.1452033257613
3.2e-08,394.8555645319533
5.600000000000001e-08,406.1767471280744
1e-07,414.7312979713485
1.8e-07,414.2461985436437
3.2e-07,400.3356641054168
5.6e-07,373.7400983708371
1e-06,336.8187387975901
1.8e-06,295.49580960436
3.2e-06,254.3042630051673
5.6e-06,214.5217647717212
9.999999999999999e-06,175.2211287563341
1.8e-05,139.8451530605413
3.2e-05,111.0914549308846
5.6e-05,88.63824000844249
9.999999999999999e-05,70.16225362985132
0.00018,55.101724061219
0.00032,42.26720647730082
0.00056,28.9339839816117
0.001,14.04590925168799
