swapSweep(gmro "ID") (L=8e-06) X,swapSweep(gmro "ID") (L=8e-06) Y
1e-09,60.45814868446859
1.8e-09,66.14816120424672
3.200000000000001e-09,70.29771334616542
5.6e-09,73.37143167827243
1e-08,75.51921535063877
1.8e-08,77.3417944240354
3.2e-08,78.79857651034345
5.600000000000001e-08,80.20211581460055
1e-07,81.8732345277797
1.8e-07,83.99678503560007
3.2e-07,86.57209906698348
5.6e-07,89.31147396611323
1e-06,91.76659228570803
1.8e-06,93.10781178309981
3.2e-06,92.90346383542864
5.6e-06,91.50971446663364
9.999999999999999e-06,89.37246218112986
1.8e-05,86.60198022078922
3.2e-05,82.97065635820378
5.6e-05,78.50084541022478
9.999999999999999e-05,73.4968774997995
0.00018,68.78938882424018
0.00032,64.21230934842515
0.00056,54.84077460969227
0.001,11.25989751827557
