swapSweep(gmoverid "ID") (L=2e-06) X,swapSweep(gmoverid "ID") (L=2e-06) Y
1e-09,24.17175797717105
1.8e-09,23.89253791340798
3.200000000000001e-09,23.56771777840518
5.6e-09,23.20337249120384
1e-08,22.77117278131565
1.8e-08,22.24993865434174
3.2e-08,21.56984822123698
5.600000000000001e-08,20.61472637358614
1e-07,19.16738296335612
1.8e-07,17.16591323790405
3.2e-07,14.79169381366507
5.6e-07,12.33924067613889
1e-06,9.930948071315294
1.8e-06,7.819860801784117
3.2e-06,6.086561383722032
5.6e-06,4.675279759109153
9.999999999999999e-06,3.479671773163429
1.8e-05,2.533028412759096
3.2e-05,1.837130027573806
5.6e-05,1.338232012118193
9.999999999999999e-05,0.964620815592575
0.00018,0.6996620032788977
0.00032,0.5245816604588733
0.00056,0.4131194011759978
0.001,0.3248766152487919
