swapSweep(gmoverid "ID") (L=8e-06) X,swapSweep(gmoverid "ID") (L=8e-06) Y
1e-09,26.87225931310715
1.8e-09,26.65453585598474
3.200000000000001e-09,26.37805760717664
5.6e-09,26.03433127567897
1e-08,25.58679568367139
1.8e-08,25.0228691796672
3.2e-08,24.33572489941443
5.600000000000001e-08,23.49468057913913
1e-07,22.33519192696471
1.8e-07,20.73880462798936
3.2e-07,18.69364312851735
5.6e-07,16.35767428502972
1e-06,13.8542463779316
1.8e-06,11.54674440246665
3.2e-06,9.60910335993163
5.6e-06,7.9701039782794
9.999999999999999e-06,6.428628165603876
1.8e-05,5.021937053713741
3.2e-05,3.850156722530977
5.6e-05,2.921600640181608
9.999999999999999e-05,2.169550443073008
0.00018,1.586127656938576
0.00032,1.151567828063909
0.00056,0.8310896813081672
0.001,0.5939802854778498
