swapSweep(gmro "ID") (L=6e-06) X,swapSweep(gmro "ID") (L=6e-06) Y
1e-09,1904.995332637264
1.8e-09,1945.888249439198
3.200000000000001e-09,1983.218445294736
5.6e-09,2022.070298370718
1e-08,2071.4699755699
1.8e-08,2136.844369211849
3.2e-08,2214.841443143768
5.600000000000001e-08,2290.941673795502
1e-07,2344.185377426447
1.8e-07,2340.15538867746
3.2e-07,2261.206627590087
5.6e-07,2119.505529486662
1e-06,1930.866326105547
1.8e-06,1720.302885295884
3.2e-06,1503.692760509516
5.6e-06,1287.975517599539
9.999999999999999e-06,1071.954309719723
1.8e-05,876.2857216539142
3.2e-05,715.0369991971442
5.6e-05,585.4276572002682
9.999999999999999e-05,473.3827752108006
0.00018,373.879220192298
0.00032,275.1772896965181
0.00056,142.4571535115088
0.001,20.7287973816814
