swapSweep(gmro "ID") (L=4e-06) X,swapSweep(gmro "ID") (L=4e-06) Y
1e-09,67.53791814650903
1.8e-09,76.61836152717576
3.200000000000001e-09,84.02546791996313
5.6e-09,90.04212120767637
1e-08,95.37130893605948
1.8e-08,100.1920872092774
3.2e-08,104.6885417963631
5.600000000000001e-08,108.9869037260069
1e-07,113.1422533359493
1.8e-07,116.3091344877147
3.2e-07,117.3050472912711
5.6e-07,115.3295905231289
1e-06,110.0656188152959
1.8e-06,102.8528291310918
3.2e-06,96.18205935203993
5.6e-06,90.55934963476537
9.999999999999999e-06,84.70859312822839
1.8e-05,78.55640400689168
3.2e-05,73.21114181190245
5.6e-05,69.35684831717901
9.999999999999999e-05,65.37376901507189
0.00018,53.01592436535602
0.00032,13.00537480413488
0.00056,4.678200097737597
0.001,3.932937113219929
