swapSweep(gmoverid "ID") (L=6e-06) X,swapSweep(gmoverid "ID") (L=6e-06) Y
1e-09,26.83688377035758
1.8e-09,26.62229058968662
3.200000000000001e-09,26.34837675096265
5.6e-09,26.00906931597814
1e-08,25.56751428821735
1.8e-08,25.0112583233532
3.2e-08,24.33427837438952
5.600000000000001e-08,23.50627856592261
1e-07,22.36427824510823
1.8e-07,20.78783521753442
3.2e-07,18.75983133375298
5.6e-07,16.4281439325963
1e-06,13.91563617135788
1.8e-06,11.5884944694613
3.2e-06,9.636953352377487
5.6e-06,7.987067261047568
9.999999999999999e-06,6.438994541959093
1.8e-05,5.0277584494797
3.2e-05,3.851450409990007
5.6e-05,2.918700770115565
9.999999999999999e-05,2.163047652898094
0.00018,1.576911226202799
0.00032,1.140540071977823
0.00056,0.8188786903521998
0.001,0.5809647550655415
