swapSweep(gmro "ID") (L=1e-06) X,swapSweep(gmro "ID") (L=1e-06) Y
1e-09,47.87670994606981
1.8e-09,51.02043752585308
3.200000000000001e-09,53.53669390944032
5.6e-09,55.58509934555669
1e-08,57.4299488027091
1.8e-08,59.11692950151354
3.2e-08,60.69101013013703
5.600000000000001e-08,62.17028187621273
1e-07,63.53861674407728
1.8e-07,64.47225629186504
3.2e-07,64.50255532708375
5.6e-07,63.29077570210008
1e-06,60.6068025304069
1.8e-06,56.86872604777506
3.2e-06,53.07702733551493
5.6e-06,49.49850328048726
9.999999999999999e-06,45.46637460421154
1.8e-05,40.86741860394395
3.2e-05,36.24696153715687
5.6e-05,32.15444680168237
9.999999999999999e-05,28.41631640383711
0.00018,24.42259252622393
0.00032,17.83960562947011
0.00056,11.70928808744457
0.001,10.09209061390895
