swapSweep(gmoverid "ID") (L=6e-06) X,swapSweep(gmoverid "ID") (L=6e-06) Y
1e-09,30.67830987405661
1.8e-09,30.50936652048649
3.200000000000001e-09,30.29688598064093
5.6e-09,30.03415268450096
1e-08,29.68935931009121
1.8e-08,29.2503452823823
3.2e-08,28.72030664939795
5.600000000000001e-08,28.09803061180587
1e-07,27.31914656037521
1.8e-07,26.33592710813646
3.2e-07,25.07546711304531
5.6e-07,23.42485353359231
1e-06,21.16210604552089
1.8e-06,18.33610294589725
3.2e-06,15.30601023082393
5.6e-06,12.45600296155244
9.999999999999999e-06,9.847411451584664
1.8e-05,7.612830327902375
3.2e-05,5.787637408159794
5.6e-05,4.314528123498696
9.999999999999999e-05,3.103384991834196
0.00018,2.179873577549658
0.00032,1.535216594454949
0.00056,1.124064937535191
0.001,0.7959196905672985
