swapSweep(gmoverid "ID") (L=4e-06) X,swapSweep(gmoverid "ID") (L=4e-06) Y
1e-09,24.12196901496625
1.8e-09,23.83484354272598
3.200000000000001e-09,23.50177308854018
5.6e-09,23.12871424186475
1e-08,22.68512879782595
1.8e-08,22.14438851359174
3.2e-08,21.43073990991362
5.600000000000001e-08,20.42494674979211
1e-07,18.91489836075319
1.8e-07,16.86125009803895
3.2e-07,14.47146647832791
5.6e-07,12.04595309682139
1e-06,9.700019091287633
1.8e-06,7.646048485944775
3.2e-06,5.953256200440116
5.6e-06,4.573010462979073
9.999999999999999e-06,3.40478012412007
1.8e-05,2.482403016370075
3.2e-05,1.805680980093648
5.6e-05,1.320917483745861
9.999999999999999e-05,0.9582061126062434
0.00018,0.7016480096276502
0.00032,0.533516695280473
0.00056,0.4293757375932921
0.001,0.3497991006315105
