swapSweep(gmoverid "ID") (L=8e-06) X,swapSweep(gmoverid "ID") (L=8e-06) Y
1e-09,30.73103538881049
1.8e-09,30.56549993503508
3.200000000000001e-09,30.35069197809138
5.6e-09,30.07071578711071
1e-08,29.74201602548552
1.8e-08,29.2958955737045
3.2e-08,28.7735903965635
5.600000000000001e-08,28.14816990115044
1e-07,27.36338274987517
1.8e-07,26.38530977558312
3.2e-07,25.13166286054605
5.6e-07,23.47745643483794
1e-06,21.20625152493036
1.8e-06,18.36755211374244
3.2e-06,15.32502906728172
5.6e-06,12.46510804571822
9.999999999999999e-06,9.849945633090265
1.8e-05,7.614628761487302
3.2e-05,5.790335204418789
5.6e-05,4.320298754298872
9.999999999999999e-05,3.112107715887806
0.00018,2.190732145499898
0.00032,1.547296857746424
0.00056,1.137259238962227
0.001,0.8083398579183105
