swapSweep(gmro "ID") (L=4e-06) X,swapSweep(gmro "ID") (L=4e-06) Y
1e-09,599.4976062577463
1.8e-09,619.5803509083389
3.200000000000001e-09,637.0329184570195
5.6e-09,652.0878264855465
1e-08,666.1369084353531
1.8e-08,679.6869606534261
3.2e-08,693.4552801645165
5.600000000000001e-08,708.0009518539119
1e-07,723.7519859601697
1.8e-07,736.8216390017997
3.2e-07,741.4622862863462
5.6e-07,734.1944681789189
1e-06,715.2980205846941
1.8e-06,690.4337153373089
3.2e-06,664.2477613949972
5.6e-06,633.3706657079845
9.999999999999999e-06,589.2784915637421
1.8e-05,530.638095874375
3.2e-05,464.6543772163645
5.6e-05,399.5865413870669
9.999999999999999e-05,336.285678079625
0.00018,277.4795452545108
0.00032,223.4263807903602
0.00056,171.0675775771551
0.001,110.9936731910545
