swapSweep(gmro "ID") (L=2e-06) X,swapSweep(gmro "ID") (L=2e-06) Y
1e-09,57.6472575562708
1.8e-09,63.30593906178329
3.200000000000001e-09,67.83826553136255
5.6e-09,71.49153460858679
1e-08,74.73498451784432
1.8e-08,77.69057161889258
3.2e-08,80.44245539850742
5.600000000000001e-08,83.05484232894624
1e-07,85.53664190098132
1.8e-07,87.36952385205062
3.2e-07,87.81932018908475
5.6e-07,86.3728354234255
1e-06,82.74865158243604
1.8e-06,77.6964374993528
3.2e-06,72.79047542166035
5.6e-06,68.43323598686683
9.999999999999999e-06,63.70484106089826
1.8e-05,58.49982401454689
3.2e-05,53.57537252775578
5.6e-05,49.52951868980705
9.999999999999999e-05,45.65628016523367
0.00018,38.84793740155993
0.00032,15.7739351682231
0.00056,5.418454340683363
0.001,4.521709896786613
