swapSweep(gmro "ID") (L=1e-06) X,swapSweep(gmro "ID") (L=1e-06) Y
1e-09,235.0804179346294
1.8e-09,240.0420299916654
3.200000000000001e-09,244.3724465979948
5.6e-09,248.1500438290671
1e-08,251.6780674351286
1.8e-08,255.0652484160158
3.2e-08,258.4767923613748
5.600000000000001e-08,262.1297136379897
1e-07,266.1418229640824
1.8e-07,269.502777647827
3.2e-07,270.3642808895587
5.6e-07,267.2174436447439
1e-06,259.3631206087822
1.8e-06,248.2411252186201
3.2e-06,236.1016221941662
5.6e-06,222.717558296831
9.999999999999999e-06,205.1348730036479
1.8e-05,182.5069379465657
3.2e-05,157.3177863510205
5.6e-05,132.8847388739551
9.999999999999999e-05,110.1606778205837
0.00018,90.7902031447872
0.00032,75.04319586126206
0.00056,61.69441486991702
0.001,48.04599514255157
