swapSweep(gmro "ID") (L=1e-05) X,swapSweep(gmro "ID") (L=1e-05) Y
1e-09,853.3448800424883
1.8e-09,886.9158001558363
3.200000000000001e-09,917.204009422395
5.6e-09,942.2792237930668
1e-08,965.9051684095398
1.8e-08,988.6391719212004
3.2e-08,1012.206318023294
5.600000000000001e-08,1038.467373014261
1e-07,1067.01567000764
1.8e-07,1094.231182586081
3.2e-07,1109.851773875394
5.6e-07,1109.844327720567
1e-06,1096.454022193683
1.8e-06,1078.818728960428
3.2e-06,1061.391951365026
5.6e-06,1035.51342231478
9.999999999999999e-06,987.3109857269261
1.8e-05,912.2282109028594
3.2e-05,821.5015942030228
5.6e-05,727.3774316689676
9.999999999999999e-05,631.3489890302822
0.00018,536.1211393405322
0.00032,440.914747810985
0.00056,338.9666649285992
0.001,208.7463250745094
