swapSweep(gmro "ID") (L=8e-06) X,swapSweep(gmro "ID") (L=8e-06) Y
1e-09,2547.81924143294
1.8e-09,2618.032985079903
3.200000000000001e-09,2681.338245238419
5.6e-09,2744.419486446534
1e-08,2820.098191533833
1.8e-08,2914.21120135216
3.2e-08,3021.375158013874
5.600000000000001e-08,3120.999898844688
1e-07,3183.815019581121
1.8e-07,3164.080794273782
3.2e-07,3041.468330950519
5.6e-07,2835.361972020085
1e-06,2570.881053625003
1.8e-06,2280.030455658302
3.2e-06,1984.950824360769
5.6e-06,1694.766530617886
9.999999999999999e-06,1407.433857117835
1.8e-05,1149.508609090335
3.2e-05,938.1771335399202
5.6e-05,768.7043921603927
9.999999999999999e-05,622.0437039441791
0.00018,491.1531117828422
0.00032,360.0168090635721
0.00056,180.3912716647198
0.001,25.35388411349508
