swapSweep(gmro "ID") (L=2e-07) X,swapSweep(gmro "ID") (L=2e-07) Y
1e-09,32.88599738937715
1.8e-09,33.94775548576827
3.200000000000001e-09,34.87028680933427
5.6e-09,35.67385267368545
1e-08,36.42027368457476
1.8e-08,37.09617090792253
3.2e-08,37.67433015899483
5.600000000000001e-08,38.14326136968428
1e-07,38.4638219035708
1.8e-07,38.47112114650325
3.2e-07,37.97067047394944
5.6e-07,36.84872878419716
1e-06,35.07801861785656
1.8e-06,32.95833943856697
3.2e-06,30.81683411089165
5.6e-06,28.46666901294146
9.999999999999999e-06,25.40537859267735
1.8e-05,21.63055651754159
3.2e-05,17.74275497317892
5.6e-05,14.3387517294366
9.999999999999999e-05,11.45896699514577
0.00018,8.879993519340218
0.00032,7.623257790404072
0.00056,7.482951774647923
0.001,7.392431052760053
