swapSweep(gmoverid "ID") (L=1e-05) X,swapSweep(gmoverid "ID") (L=1e-05) Y
1e-09,26.88774527615488
1.8e-09,26.67445748645926
3.200000000000001e-09,26.38952121076638
5.6e-09,26.04662235824167
1e-08,25.59515164885556
1.8e-08,25.02863918100293
3.2e-08,24.33625118065757
5.600000000000001e-08,23.46656837411527
1e-07,22.31726426091643
1.8e-07,20.68678744948937
3.2e-07,18.65412855139918
5.6e-07,16.3153293540521
1e-06,13.8174360023263
1.8e-06,11.52189869914885
3.2e-06,9.600100958256212
5.6e-06,7.959171429305366
9.999999999999999e-06,6.422428051719737
1.8e-05,5.018295531146685
3.2e-05,3.849232729269318
5.6e-05,2.923200118805033
9.999999999999999e-05,2.173324651363136
0.00018,1.591555753784329
0.00032,1.158022308877836
0.00056,0.8383957139497382
0.001,0.6018608112260494
