swapSweep(gmro "ID") (L=6e-06) X,swapSweep(gmro "ID") (L=6e-06) Y
1e-09,57.06945531478169
1.8e-09,62.10008746562718
3.200000000000001e-09,65.66092005025364
5.6e-09,68.238848224035
1e-08,70.28652901396737
1.8e-08,71.93124333515182
3.2e-08,73.30892474761409
5.600000000000001e-08,74.61482845640423
1e-07,76.15291373960851
1.8e-07,78.10747734691248
3.2e-07,80.46002439805312
5.6e-07,82.94035079860852
1e-06,85.17953100114229
1.8e-06,86.45652923491198
3.2e-06,86.38953433385913
5.6e-06,85.27810724022639
9.999999999999999e-06,83.50464833872913
1.8e-05,81.13689698310128
3.2e-05,77.94273842972935
5.6e-05,73.91462875128491
9.999999999999999e-05,69.30809486417718
0.00018,64.84833819472014
0.00032,60.2939884787294
0.00056,50.8851751989492
0.001,11.00750324199089
