swapSweep(gmro "ID") (L=6e-06) X,swapSweep(gmro "ID") (L=6e-06) Y
1e-09,72.72120900682344
1.8e-09,83.9417432215061
3.200000000000001e-09,93.238539028584
5.6e-09,100.8486014990264
1e-08,107.6029498114371
1.8e-08,113.7221792010994
3.2e-08,119.4369278090613
5.600000000000001e-08,124.9230376880325
1e-07,130.2588329620077
1.8e-07,134.3581397910927
3.2e-07,135.6862127625113
5.6e-07,133.2259200457481
1e-06,126.6579895710294
1.8e-06,117.8027704375432
3.2e-06,109.8153588624846
5.6e-06,103.2506514088399
9.999999999999999e-06,96.57327182198718
1.8e-05,89.75015062650547
3.2e-05,84.12743332356517
5.6e-05,80.44065152532795
9.999999999999999e-05,76.40501135701304
0.00018,59.83788985106816
0.00032,12.06993978383777
0.00056,4.658514060952293
0.001,3.924836059806216
