swapSweep(gmro "ID") (L=8e-06) X,swapSweep(gmro "ID") (L=8e-06) Y
1e-09,796.4166994394449
1.8e-09,827.644993502264
3.200000000000001e-09,854.4154726482819
5.6e-09,877.3800716349205
1e-08,898.7470922373815
1.8e-08,919.3610274204292
3.2e-08,940.5770781897932
5.600000000000001e-08,963.5022227158491
1e-07,989.2389950342377
1.8e-07,1012.527831099168
3.2e-07,1025.210056834603
5.6e-07,1022.7423538625
1e-06,1007.007291792369
1.8e-06,986.2801593481362
3.2e-06,965.0681110842921
5.6e-06,936.3420413567169
9.999999999999999e-06,887.2740573867621
1.8e-05,814.3137974664957
3.2e-05,728.0173087752323
5.6e-05,639.5894972366686
9.999999999999999e-05,550.4123115170423
0.00018,463.4068768876895
0.00032,378.4104095374892
0.00056,289.8269738901041
0.001,180.0992338366663
