swapSweep(gmoverid "ID") (L=6e-06) X,swapSweep(gmoverid "ID") (L=6e-06) Y
1e-09,28.65512353142681
1.8e-09,28.41026476963802
3.200000000000001e-09,28.12261966030256
5.6e-09,27.7941541030451
1e-08,27.4005881588198
1.8e-08,26.9378711904494
3.2e-08,26.38457416120964
5.600000000000001e-08,25.65561192582484
1e-07,24.5176116655727
1.8e-07,22.7302770629928
3.2e-07,20.21754207795858
5.6e-07,17.1391127456655
1e-06,13.68986544378095
1.8e-06,10.5081173753502
3.2e-06,8.062590356598058
5.6e-06,6.233512390111883
9.999999999999999e-06,4.704038907989802
1.8e-05,3.453666296414725
3.2e-05,2.511410715118473
5.6e-05,1.844436991290423
9.999999999999999e-05,1.371340433910983
0.00018,1.073656568988901
0.00032,0.8236961574365111
0.00056,0.6140000021801501
0.001,0.5668517742495492
