swapSweep(gmro "ID") (L=2e-07) X,swapSweep(gmro "ID") (L=2e-07) Y
1e-09,23.72128334065819
1.8e-09,24.44619535218128
3.200000000000001e-09,25.10252002816382
5.6e-09,25.69112484900966
1e-08,26.24697211093356
1.8e-08,26.7448702063091
3.2e-08,27.16270011106713
5.600000000000001e-08,27.49566308851914
1e-07,27.75629804746338
1.8e-07,27.93442607316386
3.2e-07,28.02775464863984
5.6e-07,28.04467104849375
1e-06,27.98915057037729
1.8e-06,27.89104669712481
3.2e-06,27.83696029695375
5.6e-06,27.86360599426335
9.999999999999999e-06,27.79697526959665
1.8e-05,27.20816714974565
3.2e-05,25.74347648956739
5.6e-05,23.49130404775862
9.999999999999999e-05,20.93014895005247
0.00018,19.01799230292634
0.00032,16.0726680283261
0.00056,1.827656131515035
0.001,0
