swapSweep(gmoverid "ID") (L=1e-05) X,swapSweep(gmoverid "ID") (L=1e-05) Y
1e-09,28.70104968453707
1.8e-09,28.45497920340191
3.200000000000001e-09,28.1665228165278
5.6e-09,27.83511396194992
1e-08,27.44471044150447
1.8e-08,26.97949901091433
3.2e-08,26.43391208278188
5.600000000000001e-08,25.70414029526702
1e-07,24.54718042636985
1.8e-07,22.73152107539888
3.2e-07,20.208889516633
5.6e-07,17.11645907075787
1e-06,13.64815215209192
1.8e-06,10.45816651771581
3.2e-06,8.015843108452971
5.6e-06,6.193571512774454
9.999999999999999e-06,4.673795363313347
1.8e-05,3.434976549764627
3.2e-05,2.50468106344166
5.6e-05,1.848580817108591
9.999999999999999e-05,1.385864273740071
0.00018,1.097954070837966
0.00032,0.8390459414519852
0.00056,0.6437144809590976
0.001,0.5957215453553264
