swapSweep(gmoverid "ID") (L=8e-06) X,swapSweep(gmoverid "ID") (L=8e-06) Y
1e-09,28.68379677874003
1.8e-09,28.43819865143205
3.200000000000001e-09,28.15003167016314
5.6e-09,27.81856351258432
1e-08,27.42865500278494
1.8e-08,26.96238460941942
3.2e-08,26.41535704320836
5.600000000000001e-08,25.68590278376248
1e-07,24.52852063154875
1.8e-07,22.74570544919052
3.2e-07,20.20578104693051
5.6e-07,17.12495349654874
1e-06,13.66379088224867
1.8e-06,10.47689174103679
3.2e-06,8.033346081714535
5.6e-06,6.208505535994767
9.999999999999999e-06,4.685084477937166
1.8e-05,3.441928580292306
3.2e-05,2.507148370569558
5.6e-05,1.846966312460243
9.999999999999999e-05,1.380340111363792
0.00018,1.088744113546058
0.00032,0.8331144574200541
0.00056,0.6304040891174829
0.001,0.5826876961461079
