swapSweep(gmro "ID") (L=4e-06) X,swapSweep(gmro "ID") (L=4e-06) Y
1e-09,1274.671051459294
1.8e-09,1294.539033306458
3.200000000000001e-09,1313.136492520537
5.6e-09,1333.792744674037
1e-08,1362.423868930002
1.8e-08,1402.849996511141
3.2e-08,1453.692959988063
5.600000000000001e-08,1505.86737923972
1e-07,1546.118547147843
1.8e-07,1551.261292135678
3.2e-07,1507.590609973968
5.6e-07,1420.96680529036
1e-06,1301.150361557839
1.8e-06,1164.660904162006
3.2e-06,1022.340888960672
5.6e-06,878.7616231620469
9.999999999999999e-06,733.1337979307883
1.8e-05,599.8045496877144
3.2e-05,489.1680181618535
5.6e-05,399.9972300178207
9.999999999999999e-05,323.0079967467832
0.00018,255.0500809752488
0.00032,188.5205660496939
0.00056,101.6651559436535
0.001,16.47389458079955
