swapSweep(gmoverid "ID") (L=4e-06) X,swapSweep(gmoverid "ID") (L=4e-06) Y
1e-09,30.53860448518661
1.8e-09,30.37094546992236
3.200000000000001e-09,30.16008380964818
5.6e-09,29.89809674175968
1e-08,29.5540674775418
1.8e-08,29.11537834986433
3.2e-08,28.58467251892913
5.600000000000001e-08,27.95878993197142
1e-07,27.17482285841403
1.8e-07,26.1866246299082
3.2e-07,24.92046005928356
5.6e-07,23.27847872960793
1e-06,21.02437319462995
1.8e-06,18.22552477651038
3.2e-06,15.22521462446074
5.6e-06,12.40281724089832
9.999999999999999e-06,9.815774917996421
1.8e-05,7.596299168553244
3.2e-05,5.767359414854621
5.6e-05,4.292014230976203
9.999999999999999e-05,3.07864842339667
0.00018,2.15401610313776
0.00032,1.509418169084292
0.00056,1.098292424898756
0.001,0.773195897546703
