swapSweep(gmro "ID") (L=8e-06) X,swapSweep(gmro "ID") (L=8e-06) Y
1e-09,75.94651263842719
1.8e-09,88.61664828828208
3.200000000000001e-09,99.2334888277357
5.6e-09,108.045392141412
1e-08,115.7606273865634
1.8e-08,122.8897169904776
3.2e-08,129.4305702473374
5.600000000000001e-08,135.7945715536763
1e-07,142.0659267657495
1.8e-07,146.7920674615109
3.2e-07,148.3396458200301
5.6e-07,145.4752230685274
1e-06,137.884145575179
1.8e-06,127.774756485393
3.2e-06,118.7971128038144
5.6e-06,111.5291980109307
9.999999999999999e-06,104.2434395492577
1.8e-05,96.9410636525737
3.2e-05,91.13356786252155
5.6e-05,87.58280185434911
9.999999999999999e-05,83.49508458551773
0.00018,63.69919089189523
0.00032,11.53407034794314
0.00056,4.710999499906348
0.001,3.973081485082621
