swapSweep(gmoverid "ID") (L=4e-06) X,swapSweep(gmoverid "ID") (L=4e-06) Y
1e-09,26.78898579597382
1.8e-09,26.57859445718818
3.200000000000001e-09,26.30989465664869
5.6e-09,25.97644621416151
1e-08,25.54374728038171
1.8e-08,24.99884518088044
3.2e-08,24.3366609242582
5.600000000000001e-08,23.52765256064025
1e-07,22.41030880101983
1.8e-07,20.86545669490183
3.2e-07,18.86252792185667
5.6e-07,16.53963509347182
1e-06,14.01232146447472
1.8e-06,11.65544047921064
3.2e-06,9.679832795123151
5.6e-06,8.011160264813762
9.999999999999999e-06,6.451503668239305
1.8e-05,5.03676395963508
3.2e-05,3.849212943865188
5.6e-05,2.909117189406842
9.999999999999999e-05,2.14723707585658
0.00018,1.556887022360692
0.00032,1.116806714234194
0.00056,0.7930797987150059
0.001,0.5535362726456946
