swapSweep(gmoverid "ID") (L=2e-06) X,swapSweep(gmoverid "ID") (L=2e-06) Y
1e-09,26.69971401064881
1.8e-09,26.49599313598021
3.200000000000001e-09,26.23711064516748
5.6e-09,25.91560589361143
1e-08,25.49803157227517
1.8e-08,24.97248112071792
3.2e-08,24.33708729159815
5.600000000000001e-08,23.55800719831655
1e-07,22.49091925233506
1.8e-07,21.00105932438094
3.2e-07,19.05367382042233
5.6e-07,16.75310898531845
1e-06,14.20746574608681
1.8e-06,11.7920494231249
3.2e-06,9.761874778496688
5.6e-06,8.057308028956333
9.999999999999999e-06,6.474617404284973
1.8e-05,5.03665010883003
3.2e-05,3.827675180971576
5.6e-05,2.868640408964292
9.999999999999999e-05,2.091554149633977
0.00018,1.490683303443359
0.00032,1.044438050022793
0.00056,0.7179267294947284
0.001,0.4779389333055501
