swapSweep(gmro "ID") (L=1e-06) X,swapSweep(gmro "ID") (L=1e-06) Y
1e-09,34.15606397962974
1.8e-09,35.28407782761036
3.200000000000001e-09,36.22491394796575
5.6e-09,37.02185001452013
1e-08,37.75266937247805
1.8e-08,38.41993573089461
3.2e-08,39.02699552939126
5.600000000000001e-08,39.61138381933169
1e-07,40.2647983591997
1.8e-07,41.03454808017467
3.2e-07,41.91593722804854
5.6e-07,42.82619431005334
1e-06,43.6646413247892
1.8e-06,44.2171344342891
3.2e-06,44.38124736514126
5.6e-06,44.24878600781024
9.999999999999999e-06,43.86375198766886
1.8e-05,43.03984086090168
3.2e-05,41.51443606797732
5.6e-05,39.25558472277568
9.999999999999999e-05,36.36891043803669
0.00018,33.29902846279199
0.00032,30.0795591347331
0.00056,25.2783295555845
0.001,12.79235321762651
