swapSweep(gmoverid "ID") (L=2e-06) X,swapSweep(gmoverid "ID") (L=2e-06) Y
1e-09,30.06939934712991
1.8e-09,29.90535366868896
3.200000000000001e-09,29.69745394121873
5.6e-09,29.43833067676727
1e-08,29.09634938516329
1.8e-08,28.65737912985703
3.2e-08,28.12182136527502
5.600000000000001e-08,27.48869758572879
1e-07,26.68941108062527
1.8e-07,25.67977134630575
3.2e-07,24.40577851811301
5.6e-07,22.76291286788822
1e-06,20.53937312201703
1.8e-06,17.81553023151651
3.2e-06,14.91329850639363
5.6e-06,12.1821369953509
9.999999999999999e-06,9.676531800151354
1.8e-05,7.4984921810206
3.2e-05,5.680638631367763
5.6e-05,4.205131270038152
9.999999999999999e-05,2.989329557682434
0.00018,2.065295402025221
0.00032,1.423384048528658
0.00056,1.013549808759221
0.001,0.7073822081915768
