swapSweep(gmro "ID") (L=4e-06) X,swapSweep(gmro "ID") (L=4e-06) Y
1e-09,51.8926710481017
1.8e-09,55.67986304576184
3.200000000000001e-09,58.41097357838107
5.6e-09,60.44900455566067
1e-08,62.11673484206365
1.8e-08,63.50048517016744
3.2e-08,64.69134387073237
5.600000000000001e-08,65.83529794292228
1e-07,67.1712574500707
1.8e-07,68.83973773526201
3.2e-07,70.82732164231368
5.6e-07,72.90356382657671
1e-06,74.80646804384457
1.8e-06,75.94946680116314
3.2e-06,76.03481127431206
5.6e-06,75.29065069092002
9.999999999999999e-06,74.00949210213643
1.8e-05,72.20178037888695
3.2e-05,69.60919568671245
5.6e-05,66.21336540993144
9.999999999999999e-05,62.20083624664278
0.00018,58.15082150956382
0.00032,53.75035306831575
0.00056,44.68950350098341
0.001,10.60897363886948
